email,categoria,identificat_raspuns,raspuns_propus
Mi-am uitat parola. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce documente sunt necesare pentru un cont nou? Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Cum pot investi în fonduri mutuale? Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Plata contactless nu merge. Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Am introdus PIN-ul greșit și mi s-a blocat cardul. Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce este un fond mutual? Vă rog să mă ajutați,necunoscut,nu,Răspunsul nu este disponibil.
ATM-ul mi-a reținut cardul. Am întâmpinat o problemă,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am pierdut cardul, cum îl blochez? Nu funcționează corect",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am pierdut cardul, cum îl blochez? Ce pași trebuie să urmez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Nu pot face plăți cu cardul. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Care este prognoza meteo pentru weekend?,irrelevant,nu,Răspunsul nu este disponibil.
Se poate plăti cu Apple Pay? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Cardul mi-a fost blocat fără motiv. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum activez autentificarea cu amprentă? Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu primesc codul de autentificare. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Aplicația mă scoate automat din cont. Ce pași trebuie să urmez?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am nevoie de un consultant pentru investiții. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
ATM-ul mi-a reținut cardul. Vă rog să mă ajutați,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am nevoie de un consultant pentru investiții. Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cardul meu nu este acceptat la POS. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum pot investi în fonduri mutuale? Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot face plăți cu cardul. Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
ATM-ul mi-a reținut cardul.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Plata contactless nu merge. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un consultant pentru investiții. Nu funcționează corect,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum pot aplica pentru un credit ipotecar? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Care sunt cele mai bune filme din 2023?,irrelevant,nu,Răspunsul nu este disponibil.
Cum pot cumpăra criptomonede? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Nu pot face plăți cu cardul. Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să îmi fac un cont de economii. Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cum anulez o cerere de credit depusă? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
Cum pot aplica pentru un credit ipotecar? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am nevoie de un consultant pentru investiții. Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Vreau să îmi fac un cont de economii. Vă rog să mă ajutați,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am nevoie de un credit rapid. Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am nevoie de un consultant pentru investiții. Nu funcționează corect,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu primesc codul de autentificare. Cum pot rezolva această situație?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot deschide un cont pentru copil? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Vreau să îmi fac un cont de economii. Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am bani în cont dar nu pot plăti.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce documente sunt necesare pentru un cont nou? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Plata contactless nu merge.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Cardul mi-a fost blocat fără motiv. Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Mi-a fost blocat cardul, ce pot face? Ce pași trebuie să urmez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Care sunt condițiile pentru un credit de nevoi personale? Vă rog să mă ajutați,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am bani în cont dar nu pot plăti. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Nu pot accesa contul din aplicație. Nu funcționează corect,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Pot rambursa anticipat creditul? Aș dori mai multe informații,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot investi în fonduri mutuale? Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Ce documente sunt necesare pentru un cont nou? Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Nu pot face plăți cu cardul. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Se poate plăti cu Apple Pay? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
Nu pot face plăți cu cardul. Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să aflu mai multe despre bursă. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Vreau să îmi fac un cont de economii. Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Aplicația mă scoate automat din cont. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot investi în fonduri mutuale? Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
De ce mi-a fost refuzată plata? Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am bani în cont dar nu pot plăti. Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Nu pot accesa contul din aplicație. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Cum anulez o cerere de credit depusă? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
"Am pierdut cardul, cum îl blochez? Am întâmpinat o problemă",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce înseamnă IBAN? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Cum pot aplica pentru un credit ipotecar? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am nevoie de un consultant pentru investiții. Nu funcționează corect,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum pot cumpăra criptomonede? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Cardul meu nu este acceptat la POS.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
